Taxon,ApE1D1,ApE1D2,ApE1D3,ApE2D1,ApE2D2,ApE2D3,ApE3D1,ApE3D2,ApE3D3,ApE4D1,ApE4D2,ApE4D3,JuE1D1,JuE1D2,JuE1D3,JuE2D1,JuE2D2,JuE2D3,JuE3D1,JuE3D2,JuE3D3,JuE4D1,JuE4D2,JuE4D3,ApE1W1,ApE1W2,ApE1W3,ApE2W1,ApE2W2,ApE2W3,ApE3W1,ApE3W2,ApE3W3,ApE4W1,ApE4W2,ApE4W3,JuE1W1,JuE1W2,JuE1W3,JuE2W1,JuE2W2,JuE2W3,JuE3W1,JuE3W2,JuE3W3,JuE4W1,JuE4W2,JuE4W3,AuE1D1,AuE1D2,AuE1D3,AuE2D1,AuE2D2,AuE2D3,AuE3D1,AuE3D2,AuE3D3,AuE4D1,AuE4D2,AuE4D3,AuE1W1,AuE1W2,AuE1W3,AuE2W1,AuE2W2,AuE2W3,AuE3W1,AuE3W2,AuE3W3,AuE4W1,AuE4W2,AuE4W3
2453,0,0,0,0,0,0,0,0,0,0,7.72464E-08,0,0,0,0,0,0,0,0,0,0,2.60931E-08,1.15493E-07,5.22632E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83284E-08,5.54855E-08,5.47615E-08,0,0,0,0,0,0,0,0,0,0,0,0
2454,1.13646E-07,1.06993E-07,7.52477E-08,3.52289E-07,4.83661E-07,2.67094E-07,8.38916E-07,5.53855E-07,5.90651E-07,5.77725E-07,6.62873E-07,1.05907E-06,1.21985E-07,3.95636E-07,1.36782E-07,4.21532E-07,4.32541E-07,2.3478E-07,1.03431E-06,5.81492E-07,1.28812E-06,7.91143E-07,1.10179E-06,1.3612E-06,3.4158E-08,2.13771E-08,7.95022E-08,8.01781E-07,1.24891E-06,1.09381E-06,8.16228E-07,7.61795E-07,8.69176E-07,5.33461E-07,2.72955E-07,2.23912E-07,1.25857E-07,8.26632E-08,1.05554E-07,3.78724E-07,3.46355E-07,5.58028E-07,9.42632E-07,1.40326E-06,9.84064E-07,2.64716E-07,3.7046E-07,4.22846E-07,9.50311E-08,8.63977E-08,1.62141E-07,1.43862E-07,2.95507E-08,6.89726E-07,8.02104E-07,8.56689E-07,1.06131E-06,5.68416E-07,1.68327E-06,8.95875E-07,2.99712E-07,2.96072E-07,1.36455E-07,6.43092E-07,9.15665E-07,9.66529E-07,5.31803E-07,1.38111E-06,7.82123E-07,3.41508E-07,6.68962E-07,5.58083E-07
2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1166E-08,4.22582E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,0,0,0,0,0,0,0,0,0,1.12348E-07,1.33894E-07,0,0,0,0,3.66685E-08,0,3.19688E-08,0,3.97209E-08,0,0,3.9216E-08,7.08389E-08,0,0,0,0,0,0,3.28227E-08,8.90939E-08,0,0,2.32288E-08,0,0,0,0,0,0,0,8.02737E-08,4.42012E-08,0,0,0,3.53314E-08,0,0,0,0,3.20547E-08,0,6.79083E-08,2.42483E-08,0,3.68269E-08,1.08197E-07,1.79569E-07,0,0,0,0,0,0,0,4.3912E-08,7.66518E-08,0,0,0
2457,0,0,0,0,3.72389E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95632E-08,0,0,3.8298E-08,6.35679E-08,0,1.62187E-07,2.57271E-07,2.55603E-07,0,0,0,0,1.60465E-08,0,3.95486E-08,0,0,8.09768E-07,1.33052E-06,3.23639E-07,0,0,0,0,0,0,1.77919E-08,0,0,0,0,0,0,0,0,1.83462E-08,0,0,4.15787E-08,8.14384E-08,0,1.53507E-07,5.1329E-08,2.89708E-07,0,4.40551E-08,0,3.66235E-08,0,0,0,1.89358E-08,0
2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23437E-08,1.08599E-08,0,0,0,0,0,0,0,0,0,1.03834E-07,5.96177E-07,3.28285E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08147E-08,2.40665E-08,6.75802E-08,0,0,0,0,0,0,0,0,0
2459,0,0,0,1.051E-07,0,0,3.92148E-08,0,0,0,0,0,0,0,0,0,3.7534E-08,0,0,0,0,0,0,3.77456E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61143E-08,0,0,0,0,6.49081E-08,4.09187E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11807E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41089E-08,4.76176E-08,2.87092E-08,2.71283E-08,0,0,0,0,0,0,3.45768E-08,1.65439E-08,0,3.16954E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15521E-08,0,0,1.19607E-08,2.79854E-08,3.03697E-08,0,0,0,1.74031E-08,2.34804E-08,0
2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76931E-08,0,0,0,0,0,0,0,0,0,0,0,0,2.50665E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25098E-08,0,0,0,0,0,0,0,0,0,0,0
2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33836E-07,0,0,0,0,0,0,0,0,0,0,1.60078E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85513E-08,3.47287E-08,0,0,0,0,0,0,0,0,0
2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55098E-08,0,0,0,0,0,0,0,0,0,0,7.20405E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,0,0,0,8.02581E-08,0,0,4.49188E-08,3.05305E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77722E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83564E-08,3.71747E-08,0,0,0,0,0,0,0,0,0,8.25693E-08,0,0,0,0,0
2466,0,0,0,0,0,0,8.74525E-08,2.972E-08,8.77624E-08,0,0,0,0,0,0,0,0,0,4.34145E-08,0,7.8913E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17126E-07,0,0,0,0,0,0,0,0,0,0,3.38084E-08,0,0,0,0
2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94041E-08,0,3.06369E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15762E-07,0,0,0,0,0,0,0,0,0
2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43386E-08,2.39036E-08,0,5.62686E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87425E-08,0,0,0,0,0
2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33549E-08,1.45342E-08,2.1818E-08,5.61284E-08,3.89717E-08,3.68257E-08,3.3788E-08,5.85225E-08,3.37293E-08,0,0,0,0,0,1.09924E-08,8.03349E-08,2.04659E-07,1.0121E-07,8.26347E-08,1.13103E-07,1.11081E-07,0,3.26854E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50047E-08,1.12634E-07,3.79892E-08,2.74839E-08,1.6696E-07,5.61815E-08,0,0,2.32041E-07,0
2470,0,0,0,0,0,0,8.18961E-08,1.85544E-08,0,0,0,0,0,0,0,0,0,0,0,0,2.46331E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02746E-08,2.33105E-08,4.51847E-08,0,2.7896E-08,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6241E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83964E-07,0,0,0
2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57303E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,0,2.28946E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71698E-08,0,0,0,0,0,0,0,0,0,2.00604E-08,0,1.64584E-08,0,0,0,0,0,0,3.48762E-08,0,2.4865E-08,0,0,0,0,0,0,0,0,0,1.4623E-08,0,0,1.51401E-08,1.77123E-08,0,0,0,0,0,0,0
2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90288E-08,0,0,0,0,0,0,0,0,0
2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04806E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23932E-08,0,0,0,0,0,0,0,0,0,0,0
2479,0,0,0,0,0,0,1.41173E-07,2.03593E-07,3.17857E-08,4.99325E-08,1.34752E-07,3.39117E-08,0,0,0,0,0,0,6.28954E-08,1.35502E-07,2.85807E-08,3.0442E-08,0,0,0,0,0,0,0,0,5.89125E-08,0,2.9405E-08,3.11367E-08,0,0,0,0,0,0,0,0,0,0,9.61483E-08,0,0,0,0,0,0,0,0,0,8.66639E-08,1.60731E-07,0,0,0,9.49199E-08,0,0,0,0,0,0,4.32506E-08,3.63842E-08,7.08398E-08,6.38644E-08,0,3.60463E-08
2480,0,0,2.70703E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34298E-08,0,0,0,0,0,0,0,0,0,1.56908E-08,8.83683E-08,1.15861E-07,0,0,0,0,0,0,2.72794E-08,3.15894E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92112E-08,8.3125E-08,0,0,0,0,0,0,0
2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,0,0,1.05158E-08,0,0,0,0,0,0,0,0,0,1.34237E-08,1.73602E-08,0,0,0,0,0,0,0,0,0,0,8.0844E-08,0,0,9.15722E-09,5.521E-08,4.17358E-08,0,0,0,0,0,0,0,0,0,3.65716E-08,4.57703E-08,1.00017E-08,0,0,0,0,0,0,2.1194E-08,3.68138E-08,0,0,0,0,0,0,0,0,0,0,0,2.05491E-08,0,2.76015E-08,3.22909E-08,3.5042E-08,0,0,0,0,0,0
2483,0,0,6.57235E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43396E-08,0,1.17382E-07,0,0,0,0,0,0,0,0,0,1.52382E-08,5.72128E-08,1.25021E-08,0,0,0,0,0,0,2.64925E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15006E-08,0,1.46008E-08,0,0,0,0,0,0
2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63392E-09,1.28998E-08,4.35704E-08,0,0,0,0,0,0,0,0,0,0,0,0,1.25775E-08,5.97403E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17548E-08,0,5.02102E-09,0,1.67918E-08,6.09833E-09,0,0,0,0,0,0
2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66235E-08,0,0,1.68417E-07,0,0
2486,0,0,0,0,0,0,0,1.2673E-08,0,1.97846E-08,0,1.99631E-08,0,0,0,0,0,0,1.85126E-08,0,0,0,0,0,0,0,0,0,0,0,6.93611E-08,1.50171E-08,1.73101E-08,0,0,0,0,0,0,0,0,0,0,1.45113E-08,1.42519E-08,0,0,1.78657E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14111E-08,0,0,0,0,0
2487,0,0,0,0,0,0,0,0,0,4.06428E-08,0,0,0,0,0,0,0,0,0,0,0,0,4.0736E-08,3.68678E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,0,0,0,0,0,0,0,0,0,7.59843E-08,0,0,0,0,0,0,0,0,0,0,0,1.37651E-07,0,1.0339E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,0,0,0,1.16932E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06792E-07,6.38581E-09,9.58606E-09,4.73335E-09,5.70759E-09,0,0,0,0,0,0,0,9.62376E-08,7.23591E-08,0,0,0,5.16984E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88995E-08,5.31091E-09,3.97689E-08,9.51147E-09,1.11274E-08,6.03771E-09,0,0,0,0,0,0
2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89616E-09,6.80521E-09,5.10783E-09,0,0,0,0,0,0,0,0,0,9.22048E-08,0,2.05874E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46849E-08,0,6.53088E-08,0,0,0,0,0,0,0,0,0
2493,1.88222E-08,0,0,0,0,0,2.33069E-08,0,0,0,0,0,0,0,0,0,0,0,2.38148E-08,0,0,0,0,0,0,0,0,3.02654E-08,0,0,2.59484E-07,1.53451E-07,8.56105E-08,1.38532E-08,1.71263E-08,0,0,0,0,0,0,0,1.92585E-07,1.62464E-07,1.2678E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93699E-08,2.26389E-08,0,1.01362E-08,0,0,8.6309E-08,3.70907E-08,1.88382E-08,0,1.59189E-07,0
2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14265E-08,0,2.21183E-08,0,0,0,0,0,0,0,0,0,0,0,1.78298E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6058E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42154E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27328E-08,6.07079E-08,0,0,3.63251E-08,3.5851E-08,0,0,0,0,0,0,0,0,0,0,0,0
2497,0,0,0,0,0,0,0,3.39228E-08,2.50433E-08,5.29588E-08,2.36681E-08,5.34366E-08,0,0,0,0,0,0,0,0,2.25181E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94217E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02004E-07,0,0,0,0,0,0,0,2.29359E-08,1.15768E-07,2.24536E-08,0,0,0
2498,0,0,0,0,0,5.09995E-08,0,5.4167E-08,0,0,0,4.26631E-08,0,0,0,0,0,3.32578E-08,5.00596E-08,9.72364E-08,3.59563E-08,1.25055E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66239E-07,1.36103E-07,0,9.41885E-08,5.15223E-08,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,1.65395E-07,2.88619E-07,3.63577E-08,2.34798E-08,1.22809E-08,0,0,0,0,0,0,0,7.42585E-08,4.80177E-08,1.18426E-07,0,2.51557E-08,0,0,0,0,0,0,0,0,0,0,5.0657E-08,3.05417E-08,7.21496E-09,0,0,0,0,0,0,0,0,0,0,2.37372E-08,6.91604E-09,0,0,0,0,0,0,3.66385E-08,8.48544E-08,7.314E-08,0,0,0,0,0,0,0,0,0,0,0,0,1.90862E-08,1.48859E-08,7.26934E-08,0,0,0,0,0,0
2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33244E-08,0,2.80845E-08,0,0,1.91208E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33551E-08,0,0,0,0,0,0,0,0,0,0,0
2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30719E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44582E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73446E-08,0,0,0,0,0,0,0,0,0,3.31672E-08,0,3.49541E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39669E-08,0,0,0,0,0,0,0,0,0
2503,0,0,0,0,0,0,0,0,0,0,0,3.43521E-08,0,0,0,0,0,0,0,0,0,0,0,0,1.05202E-08,1.44687E-08,0,0,0,0,0,0,0,0,0,0,1.69893E-07,1.44464E-07,1.46218E-07,0,0,0,0,0,0,0,0,1.6382E-08,0,0,0,0,0,0,0,0,0,0,0,0,6.62111E-08,8.69275E-08,1.39237E-07,0,6.30302E-09,0,0,0,0,0,0,0
2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38928E-07
2505,0,1.10173E-07,1.38787E-07,1.79948E-07,1.25494E-07,6.7915E-08,0,2.04778E-08,0,0,2.85749E-08,6.55293E-08,0,0,0,8.15408E-08,2.3502E-07,4.09879E-08,0,0,0,5.99959E-08,0,0,2.66406E-08,0,0,1.55613E-08,0,0,6.00676E-08,1.45238E-08,0,2.13683E-08,2.6417E-08,0,0,0,3.69477E-08,0,0,0,7.3453E-08,1.39705E-07,5.05966E-08,0,2.90537E-08,0,1.53845E-07,3.23911E-08,0,2.75953E-07,3.65706E-07,3.57059E-08,4.63429E-08,0,2.49342E-08,0,6.47571E-08,0,0,0,0,1.56349E-08,0,0,2.76909E-08,2.49696E-08,0,0,0,1.14438E-07
2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87157E-08,0,0,0,0,0,0,0,0,0,0
2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82647E-08,4.41075E-08,0,0,0,0,0,0,0,0,0,3.60202E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79163E-08,0,0,0,0,0,0,0,0,0,0,0,0
2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93959E-08,1.02698E-07,4.87963E-08,0,0,0,0,0,0,0,0,1.11824E-07,1.72187E-07,2.81848E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4255E-07,3.31777E-08,0,0,0
2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66981E-08,0,0,0,0,0,1.44365E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24703E-07,0,0,4.60539E-08,2.26153E-08,0,0,0,0,0,1.39314E-07,0,0,0,0,0,0,0,0,0,0,0,0,7.16208E-08,3.35155E-08,5.45563E-08,2.71935E-08,4.57526E-08,0,2.0842E-08,0,0
2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41533E-08,6.25726E-08,5.09111E-08,0,2.33408E-08,0,0,0,0,0,0,0,8.99316E-08,0,1.50053E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17186E-08,1.62368E-08,0,0,0,0,0,0,0,0,0
2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89712E-08,6.11821E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20041E-08,0,0,2.27822E-08,0,0,0,0,0,0,0,0
2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06804E-07,0,7.41349E-08,0,0,1.74526E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83367E-08,0,5.0345E-08,0,0,0,0,0,0,0,0,0
2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6267E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83259E-08,0,0,0,0,0,0,0,0
2514,0,0,0,0,0,0,4.01713E-08,0,3.87389E-08,4.09603E-08,3.66116E-08,0,0,0,0,0,0,0,0,0,0,1.25867E-07,0,0,0,0,0,0,0,0,3.73591E-08,0,1.28612E-07,0,0,0,0,0,0,0,0,0,3.25748E-08,0,0,4.12372E-08,1.24632E-07,2.58222E-07,0,0,0,0,0,0,0,0,0,4.81847E-08,0,0,0,0,0,0,0,0,0,0,1.54637E-07,0,0,0
2515,0,0,0,0,0,0,0,4.56919E-08,6.89603E-07,0,0,0,1.92826E-08,2.49374E-08,0,2.61339E-08,0,0,4.88219E-07,4.27784E-07,4.7404E-07,5.24746E-08,2.90328E-08,0,0,0,0,0,0,0,5.07754E-08,0,7.60306E-08,1.80627E-08,4.46609E-08,2.15297E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1092E-07,5.86776E-07,0,5.69697E-08,5.57921E-08,1.21013E-06,0,0,0,0,0,0,2.50901E-08,4.22138E-08,0,1.92299E-08,7.78355E-08,0
2516,0,0,9.94217E-09,8.02581E-09,0,2.23123E-08,4.41167E-08,2.99853E-08,6.64095E-08,1.09054E-07,0,0,0,2.01503E-08,0,4.22342E-08,0,0,4.38021E-08,0,9.95219E-08,2.12007E-08,1.95149E-07,0,2.03825E-07,1.98564E-07,3.85743E-07,2.12578E-08,5.74184E-08,2.4662E-08,0,4.72437E-08,2.04785E-08,1.45953E-07,2.99393E-08,0,7.12492E-08,6.01597E-09,3.75439E-07,2.8814E-08,0,0,6.27593E-08,1.43757E-07,0,3.93963E-08,0,0,0,2.32038E-08,0,2.03143E-08,0,4.81142E-08,6.09355E-08,5.65072E-08,0,3.81908E-08,2.2541E-08,2.22468E-08,9.24172E-08,1.45712E-08,9.09261E-08,8.69867E-09,2.54413E-08,5.52176E-09,1.76503E-07,1.04722E-07,4.15496E-08,0,4.19292E-08,2.9104E-08
2517,0,0,0,6.53955E-08,7.14116E-08,0,1.24774E-07,1.32836E-07,8.88876E-08,2.35983E-07,2.69367E-07,6.59051E-08,0,0,0,0,0,0,2.1456E-07,6.97717E-08,2.01746E-08,2.49803E-07,1.16777E-07,1.12883E-07,0,0,0,0,0,0,1.9956E-07,1.53411E-07,1.14293E-07,1.78248E-07,3.776E-08,9.87747E-08,0,0,0,0,0,0,7.56789E-08,1.5113E-07,1.43349E-07,0,0,0,0,0,0,0,0,1.54186E-08,4.83972E-08,4.26182E-08,1.75503E-08,2.08731E-07,8.0742E-08,1.22463E-07,0,0,0,0,0,0,1.08885E-07,9.51557E-08,1.4106E-07,1.56079E-07,3.38329E-07,0
