Taxon,ApE1D1,ApE1D2,ApE1D3,ApE2D1,ApE2D2,ApE2D3,ApE3D1,ApE3D2,ApE3D3,ApE4D1,ApE4D2,ApE4D3,JuE1D1,JuE1D2,JuE1D3,JuE2D1,JuE2D2,JuE2D3,JuE3D1,JuE3D2,JuE3D3,JuE4D1,JuE4D2,JuE4D3,ApE1W1,ApE1W2,ApE1W3,ApE2W1,ApE2W2,ApE2W3,ApE3W1,ApE3W2,ApE3W3,ApE4W1,ApE4W2,ApE4W3,JuE1W1,JuE1W2,JuE1W3,JuE2W1,JuE2W2,JuE2W3,JuE3W1,JuE3W2,JuE3W3,JuE4W1,JuE4W2,JuE4W3,AuE1D1,AuE1D2,AuE1D3,AuE2D1,AuE2D2,AuE2D3,AuE3D1,AuE3D2,AuE3D3,AuE4D1,AuE4D2,AuE4D3,AuE1W1,AuE1W2,AuE1W3,AuE2W1,AuE2W2,AuE2W3,AuE3W1,AuE3W2,AuE3W3,AuE4W1,AuE4W2,AuE4W3
526,0,0,0,0,0,0,0,0,0,0,3.37143E-08,7.61183E-08,0,0,0,0,0,0,0,0,0,3.41651E-08,0,3.42154E-08,0,0,0,0,0,0,3.30588E-08,0,0,4.7041E-08,0,0,0,0,0,0,0,0,2.69504E-08,0,0,0,0,0,0,0,0,5.0874E-07,0,0,0,0,0,0,7.26501E-08,3.5851E-08,0,0,0,0,0,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50803E-07,0,0,0,0
528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7235E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35863E-08,0,0,0,0,0,0
529,0,0,0,2.4939E-08,5.21765E-08,0,0,0,0,0,0,0,0,0,0,8.01735E-08,8.01573E-08,2.32993E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00857E-08,2.02968E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,0,0,0,0,0,0,3.29404E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18896E-07,3.16597E-08,7.00659E-08,0,0,0,0,0,0,0,0,2.65302E-08,0,0,0,0,0,0,0,0,0,0,7.49221E-08,2.56367E-08,0,0,0,0,0,0,0,0,0,0,3.03324E-08,0,2.72614E-08,3.43717E-08,0,3.32219E-08,0,0,0,0,0,0,0,1.69966E-07,0,0,0,0
531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4719E-07,0,4.56384E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28075E-07,0
533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50399E-07,0,0,8.9252E-08,0,3.7461E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62086E-08,0,0,0,0,0,0,0,0,0,0,0
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1119E-08,0,0,0,0,0,0,0,0,0,0,0,7.48593E-09,1.09924E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45537E-07,0,0,0,0
537,0,0,0,0,0,7.63046E-08,0,0,0,0,0,0,0,0,0,0,0,1.25923E-07,0,0,0,0,0,0,8.34215E-08,8.38464E-08,2.48546E-08,0,0,0,0,0,0,0,0,0,1.88019E-07,3.97964E-07,8.63319E-08,0,0,0,0,0,0,0,0,0,0,2.43552E-08,0,0,0,0,0,0,0,0,0,0,1.58792E-08,7.89129E-08,1.70036E-07,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11101E-08,2.93935E-08,0,6.69833E-08,0,0,0,0,0,0,9.56041E-08,0,3.3585E-08,1.95651E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06471E-08,0,1.66172E-07,0,3.45499E-08,5.62402E-08,0,0,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49073E-07,5.97367E-08,9.42679E-08,9.33677E-09,0,4.4111E-08,0,0,0,0,0,0,3.63395E-08,0,1.67233E-07,4.97183E-08,7.25626E-08,9.7625E-08,0,0,0,0,1.20141E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26245E-08,2.83769E-07,6.27486E-08,7.97378E-08,9.10095E-08,6.12913E-08,0,0,0,0,0,0
540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20452E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,0,0,0,0,0,0,0,0,5.11193E-08,0,0,0,0,0,0,0,0,0,0,1.09744E-07,0,0,0,4.90304E-08,0,0,4.26707E-08,0,0,0,0,1.23078E-07,0,0,0,0,0,0,0,0,0,0,0,0,3.89357E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32887E-08,2.60993E-08,2.4662E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51996E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51002E-07,0,0,0,0
543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78443E-08,7.86553E-08,1.8581E-08,0,0,0,0,0,0,0,0,0,2.17092E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91534E-08,1.91681E-08,0,0,0,0,0,0,0
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32209E-07,4.58866E-08,0,0,0,0,0,3.71918E-08,0,0,0,0,1.24181E-07,4.72683E-08,0,0,0,0,0,2.74679E-08,3.52968E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65031E-08,0,4.12294E-08,0,0,0,0,0,0,0,0,0
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24917E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29558E-08,0,0,0,0,0,0,0,0,0
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60726E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16115E-08,0,0,0,0,0,0,0,0,0,0,0
547,2.0953E-08,0,2.0987E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04118E-08,2.80667E-08,1.2685E-08,0,0,0,0,0,0,1.42959E-07,6.22542E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86507E-08,0,0,0,0,0,0
548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82772E-07,8.52935E-08,1.13883E-07,8.20156E-08,0,2.53535E-08,0,0,0,0,0,0,2.55297E-07,1.06799E-07,1.55541E-07,0,1.44796E-07,7.91995E-08,5.23931E-08,1.07566E-07,0,2.99145E-07,2.66073E-07,6.68702E-08,0,0,0,0,0,0,0,0,0,0,0,0,1.71817E-07,1.26473E-07,9.73322E-08,2.23564E-08,1.04618E-07,1.41914E-07,0,0,6.21791E-08,0,0,1.78114E-07
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57505E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51459E-07
550,0,0,0,0,1.79325E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.97578E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,0,0,0,0,4.16002E-08,0,0,0,0,0,0,0,0,0,0,0,0,1.48612E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,0,0,4.38625E-08,0,0,0,0,0,0,0,0,0,5.59917E-08,2.41372E-08,0,0,0,0,0,0,0,0,0,0,7.94385E-08,0,3.28013E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0237E-07,0,0,0,0,0,0,0,0,0,0,0,0,6.3315E-08,0,0,0,0,0,0,0,0,0
553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57416E-08,4.5832E-08,0,0,0,0,0,0,0,0,0,0,1.76484E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78521E-08,0,0,0,0
554,0,0,0,0,0,0,3.29404E-08,0,3.30572E-08,0,0,0,0,0,0,0,0,0,1.30822E-07,3.5484E-08,0,0,0,0,7.1586E-08,9.8454E-08,6.466E-08,0,0,0,0,0,0,0,0,0,2.64956E-08,4.56384E-07,3.72308E-08,0,0,0,0,2.56367E-08,0,0,0,1.6186E-07,0,0,0,0,0,0,3.03324E-08,0,2.72614E-08,0,0,0,1.77044E-08,0,5.7482E-08,0,0,0,3.02754E-08,0,0,0,0,0
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79239E-07,0
556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33549E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85862E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62086E-08,0,7.5014E-08,0,0,0,0,0,0,0,0,0
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48707E-08,3.34846E-08,0,0,0,0,0,0,0,0,0,2.13437E-08,1.07229E-07,0,0,2.75469E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13929E-08,1.23675E-08,3.47287E-08,0,0,0,0,0,0,0,0,0
558,0,3.52912E-08,1.33371E-08,0,0,0,0,0,0,0,0,0,3.40502E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64612E-09,5.57583E-09,6.72346E-09,1.27064E-08,0,0,1.07428E-08,7.65656E-09,1.58707E-07,0,0,7.7489E-09,0,0,0,6.09E-09,0,0,0,1.34008E-06,9.91003E-07,6.67243E-07,9.40806E-08,6.22542E-08,1.91642E-08,0,0,0,0,0,0,0,0,0,4.86976E-08,2.74576E-08,0,0,0,0,0,0,0,3.68719E-07,0,1.26078E-07
559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65793E-07,0,0
560,0,0,1.19247E-07,0,0,0,0,0,0,0,0,0,1.21961E-07,1.30453E-08,2.32644E-08,0,0,0,0,0,0,0,0,0,1.22084E-07,9.28341E-09,1.92871E-08,2.73664E-08,0,0,0,0,0,0,0,0,6.64347E-08,0,1.94345E-08,4.56973E-08,5.99916E-08,1.50314E-08,0,0,0,0,0,0,5.17802E-08,4.6577E-08,1.13545E-08,0,0,0,0,0,0,0,0,0,6.53239E-08,0,6.1379E-08,5.53095E-08,3.23531E-08,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26642E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69882E-08,0,0,0,0,0,0,9.25675E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96122E-08,0,2.74758E-08
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23304E-08,0,0,0,0,0,0,0,0,0,0,6.8409E-08,1.03377E-07,9.95586E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11653E-07,0,6.09154E-08
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09181E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50215E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,0,2.49473E-08,0,0,3.18456E-08,0,0,3.35835E-08,0,0,1.17157E-07,5.29022E-08,1.4442E-07,6.22574E-08,2.79172E-08,3.26223E-08,0,2.84412E-08,0,0,0,0,0,2.37797E-08,0,2.05901E-08,1.23636E-08,0,0,0,0,1.98976E-08,4.58718E-08,0,0,0,5.74638E-08,0,7.61323E-08,2.03176E-08,0,3.5868E-08,0,0,1.88838E-08,0,0,2.3672E-08,0,4.40073E-08,0,3.13821E-08,0,0,0,0,0,1.28894E-07,5.04918E-08,2.49165E-08,0,1.36994E-08,1.21818E-07,1.53342E-08,1.93003E-08,0,0,0,2.2229E-08,0,0,0
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18074E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,0,0,0,6.95149E-08,0,1.18062E-07,0,0,0,0,0,0,0,0,0,3.72459E-08,3.72384E-08,3.24722E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25595E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20424E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0462E-07,0,6.61756E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60399E-08,0
570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38276E-07,0,0,0,0,0,0,0,0,0,0,0,8.32398E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28324E-08,0,0,0,0,0,0,0,0,0,0
571,0,0,0,0,0,0,0,0,5.44898E-08,0,0,0,0,0,0,0,0,0,2.69552E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16539E-08,4.05948E-08,2.66607E-08,0,0,0,0,0,0,0,0,0,2.18495E-08,1.56814E-08,5.37289E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64222E-08,3.55517E-08,0,0,0,0,0,0,0,0,0
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11178E-07,1.82634E-07,3.81117E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10498E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00193E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15928E-08,0,0,0,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,1.60424E-08,0,0,1.70225E-08,0,5.5513E-08,0,0,0,0,0,0,7.1741E-08,1.72812E-08,1.44759E-08,8.06704E-08,1.70615E-08,1.72317E-08,0,1.57841E-08,0,0,0,0,3.05473E-06,3.78749E-06,2.59364E-06,6.26525E-07,5.90471E-07,2.69388E-07,0,0,1.79065E-08,0,0,1.91678E-08,3.30875E-06,3.07241E-06,2.61667E-06,1.81738E-07,6.68148E-08,4.80881E-07,0,0,0,0,0,0,0,0,0,1.67395E-08,4.10503E-08,1.61795E-08,0,0,0,0,0,7.46184E-09,1.37734E-06,2.07654E-06,1.98018E-06,4.29426E-08,8.10455E-07,1.26582E-07
577,0,0,0,0,0,0,0,8.8963E-08,3.28383E-08,0,2.45355E-08,1.76545E-07,0,8.59745E-08,0,0,0,0,6.4978E-08,7.0498E-08,2.9527E-08,0,0,0,1.69171E-07,2.32524E-07,1.98752E-07,0,0,0,0,9.78572E-08,0,2.67979E-08,0,4.37348E-08,3.54571E-07,3.70092E-07,5.903E-07,3.01861E-08,1.51019E-08,1.47752E-08,0,0,0,5.13068E-08,1.23478E-07,5.38279E-08,0,0,0,0,0,0,1.80789E-07,8.38252E-08,5.41617E-08,0,0,0,2.68984E-07,9.67016E-08,2.45605E-07,0,0,0,0,0,0,0,1.24661E-07,0
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69356E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07865E-08,1.54051E-08,0,0,0,0,0,0,0,0,0,0,1.26854E-07,1.55228E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10952E-07,0,0,0,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02434E-08,2.8176E-08,4.22964E-08,0,0,0,0,0,0,0,0,0,1.21322E-07,1.45122E-08,1.06549E-08,1.39015E-08,0,0,0,0,0,3.87051E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04004E-08,1.17166E-07,0,0,0,0,0,0,0,0,0,0
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14313E-07,2.82644E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60077E-08,3.57691E-08,4.83253E-08,0,0,0,0,0,0,0,0,0,3.08034E-08,0,1.35262E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54372E-08,5.94963E-09,1.67069E-08,0,0,0,0,0,0,0,0,0
583,0,4.75967E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58895E-08,5.60673E-08,6.76709E-08,1.48496E-07,2.33864E-08,0,0,0,0,0,0,3.02276E-08,3.02471E-07,0,1.52437E-07,5.12943E-08,1.71081E-08,0,0,0,8.82477E-08,0,9.46882E-08,0,0,0,0,0,1.20902E-07,0,0,0,0,0,0,1.34327E-08,2.30292E-08,0,4.12437E-08,0,3.53136E-08,0,0,0,0,0,0
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13007E-07,0,0
585,0,1.47299E-07,2.84913E-07,0,0,0,0,0,0,0,0,0,5.38165E-08,1.77703E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43936E-07,9.1849E-08,1.54672E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96136E-08,0,0,0,0,0,0,0,0,0,0,0,3.2294E-08,9.94526E-08,3.25583E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0,0,0,4.59905E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35678E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49386E-07,3.64657E-07,1.29088E-07,5.98411E-08,2.54064E-08,2.35898E-08,0,0,0,0,3.57682E-08,0,3.5359E-07,6.65535E-07,2.52987E-07,0,2.6328E-08,5.74681E-08,0,0,0,0,0,2.66779E-07,0,0,0,0,0,0,0,0,0,0,0,3.09521E-08,1.37449E-07,3.93813E-07,2.95454E-07,1.02463E-07,0,0,0,0,0,0,0,1.90632E-07
589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90842E-08,1.02686E-07,5.26384E-08,0,0,0,0,0,0,0,0,6.39293E-08,1.28605E-07,0,1.0785E-07,0,0,0,3.34271E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91955E-08,0,4.42658E-08,2.37165E-08,1.65955E-08,0,0,0,0,0,0
590,0,0,0,0,0,0,0,0,0,0,0,1.93074E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45577E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74608E-08,0,0,0,0,0,0,0,0
591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16263E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0,0,0,0,0,0,4.10606E-08,0,9.5247E-08,0,0,0,0,0,0,0,0,0,2.16249E-08,0,0,2.80103E-08,0,0,0,0,0,0,0,0,0,0,0,0,3.50008E-08,9.17799E-08,0,0,0,3.72353E-08,9.3781E-08,7.99056E-08,1.01295E-07,0,0,0,0,0,0,0,0,0,0,0,3.50641E-08,0,0,2.81428E-08,3.2924E-08,2.81201E-08,0,0,0,0,0,6.6313E-08
593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13489E-08,0,0,0,0,0,0,0,0,0,0,0,9.28236E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67817E-08,0,0,0,0,0,0,0,0,0
594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0,0,0,1.31209E-08,0,3.04361E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77985E-08,0,0,0,1.71068E-08,4.81905E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48823E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73236E-08,0,6.72525E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
